file_path,machine_id,label,label_name,duration,sample_rate,number_of_samples
D:\pump\id_04\abnormal\00000000.wav,id_04,1,abnormal,10.0,16000,160000
D:\pump\id_06\normal\00000487.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\abnormal\00000054.wav,id_02,1,abnormal,10.0,16000,160000
D:\pump\id_04\normal\00000018.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000771.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\abnormal\00000084.wav,id_04,1,abnormal,10.0,16000,160000
D:\pump\id_00\normal\00000525.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000505.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000465.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_04\abnormal\00000079.wav,id_04,1,abnormal,10.0,16000,160000
D:\pump\id_06\normal\00000240.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000211.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000120.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000224.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000036.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000113.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000055.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000349.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000370.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00001005.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000235.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000550.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000527.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000483.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000176.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000760.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000630.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00001014.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000061.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000590.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000636.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000237.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000138.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000420.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000992.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000198.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000257.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000162.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000231.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000576.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000134.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000638.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000429.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000291.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000737.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000031.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000705.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000457.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000437.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000023.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_06\normal\00000098.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000372.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000508.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000027.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000139.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000788.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000483.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000793.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000403.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000079.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_06\normal\00001009.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\abnormal\00000080.wav,id_02,1,abnormal,10.0,16000,160000
D:\pump\id_02\normal\00000615.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000699.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000962.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000533.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000095.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_00\normal\00000907.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000274.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000949.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\abnormal\00000006.wav,id_06,1,abnormal,10.0,16000,160000
D:\pump\id_06\normal\00000148.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000097.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000161.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000736.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000496.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000081.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000430.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_04\abnormal\00000021.wav,id_04,1,abnormal,10.0,16000,160000
D:\pump\id_02\abnormal\00000041.wav,id_02,1,abnormal,10.0,16000,160000
D:\pump\id_06\normal\00000764.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000421.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000069.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000153.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000222.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000042.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000854.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000552.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000663.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000618.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000124.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000585.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000051.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000586.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000932.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000607.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000591.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000829.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000541.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000662.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000870.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000140.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000416.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000239.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000216.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\abnormal\00000099.wav,id_04,1,abnormal,10.0,16000,160000
D:\pump\id_06\normal\00000494.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\abnormal\00000079.wav,id_06,1,abnormal,10.0,16000,160000
D:\pump\id_02\normal\00000947.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00001002.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000149.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000169.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000596.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000041.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000105.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_04\normal\00000502.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000650.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000060.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000697.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000209.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000756.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000950.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000552.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000173.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000230.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000752.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000015.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000505.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000594.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000340.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000371.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\abnormal\00000040.wav,id_02,1,abnormal,10.0,16000,160000
D:\pump\id_06\normal\00000042.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00001000.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000588.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000824.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000163.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000003.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000151.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000093.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000898.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\abnormal\00000044.wav,id_02,1,abnormal,10.0,16000,160000
D:\pump\id_04\normal\00000540.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000885.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000787.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\abnormal\00000013.wav,id_06,1,abnormal,10.0,16000,160000
D:\pump\id_06\normal\00000035.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\abnormal\00000023.wav,id_02,1,abnormal,10.0,16000,160000
D:\pump\id_06\normal\00001020.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000845.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000992.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000343.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000817.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000154.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_04\abnormal\00000004.wav,id_04,1,abnormal,10.0,16000,160000
D:\pump\id_02\normal\00000526.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000081.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_06\normal\00000263.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000941.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000621.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000570.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000089.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_00\normal\00000254.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000065.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000669.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000670.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000307.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_04\abnormal\00000017.wav,id_04,1,abnormal,10.0,16000,160000
D:\pump\id_02\normal\00000109.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000344.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000069.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000078.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\abnormal\00000006.wav,id_02,1,abnormal,10.0,16000,160000
D:\pump\id_00\normal\00000751.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000477.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000749.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000893.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\abnormal\00000045.wav,id_06,1,abnormal,10.0,16000,160000
D:\pump\id_00\normal\00000212.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000521.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000184.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000589.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000101.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000277.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000552.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000846.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000816.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000192.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000734.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000033.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\abnormal\00000090.wav,id_02,1,abnormal,10.0,16000,160000
D:\pump\id_00\normal\00000925.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000413.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000482.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000191.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000137.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000693.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\abnormal\00000032.wav,id_04,1,abnormal,10.0,16000,160000
D:\pump\id_02\normal\00000800.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000213.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000085.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000352.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000954.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000704.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000412.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000037.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000502.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000069.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_00\normal\00000464.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000544.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000228.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000489.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000122.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_00\normal\00000044.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000539.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000667.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000049.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000245.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000260.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000721.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000767.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000386.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000156.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000812.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000748.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000181.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000197.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000593.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000034.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000981.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\abnormal\00000108.wav,id_02,1,abnormal,10.0,16000,160000
D:\pump\id_04\normal\00000034.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000061.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000218.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000770.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000992.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000110.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000750.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000142.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000576.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\abnormal\00000080.wav,id_06,1,abnormal,10.0,16000,160000
D:\pump\id_02\normal\00000325.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00001026.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000795.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000741.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000410.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000714.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000849.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000451.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000099.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_04\abnormal\00000066.wav,id_04,1,abnormal,10.0,16000,160000
D:\pump\id_02\normal\00000922.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\abnormal\00000093.wav,id_04,1,abnormal,10.0,16000,160000
D:\pump\id_06\normal\00000063.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000851.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000733.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000816.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000265.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000987.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000931.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000028.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_02\normal\00000731.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000517.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000470.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000106.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000144.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000708.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000896.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\abnormal\00000096.wav,id_02,1,abnormal,10.0,16000,160000
D:\pump\id_02\normal\00000719.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000787.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000381.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000447.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000307.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000988.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000977.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000651.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000874.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000041.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000850.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\abnormal\00000097.wav,id_04,1,abnormal,10.0,16000,160000
D:\pump\id_04\normal\00000118.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000326.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000427.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000125.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000057.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_00\abnormal\00000101.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_04\normal\00000050.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000168.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000623.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00001019.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000014.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000006.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000906.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000078.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_06\normal\00000139.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000407.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000157.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000241.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000569.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000019.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000572.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000473.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000536.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000681.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000017.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000273.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000418.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000817.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000117.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\abnormal\00000065.wav,id_06,1,abnormal,10.0,16000,160000
D:\pump\id_06\normal\00000984.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000616.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000047.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_02\abnormal\00000003.wav,id_02,1,abnormal,10.0,16000,160000
D:\pump\id_04\normal\00000598.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000603.wav,id_04,0,normal,10.0,16000,160000
