file_path,duration,sample_rate,number_of_samples,channels,machine_id,label,label_name
D:\pump\id_00\normal\00000051.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000052.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000053.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000054.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000055.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000056.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000057.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000058.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000059.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000060.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000061.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000062.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000063.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000064.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000065.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000066.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000067.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000068.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000069.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000070.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000071.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000072.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000073.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000074.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000075.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000076.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000077.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000078.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000079.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000080.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000081.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000082.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000083.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000084.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000085.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000086.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000087.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000088.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000089.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000090.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000091.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000092.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000093.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000094.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000095.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000096.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000097.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000098.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000099.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000100.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000101.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000102.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000103.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000104.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000105.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000106.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000107.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000108.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000109.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000110.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000111.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000112.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000113.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000114.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000115.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000116.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000117.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000118.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000119.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000120.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000121.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000122.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000123.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000124.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000125.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000126.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000127.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000128.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000129.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000130.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000131.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000132.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000133.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000134.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000135.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000136.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000137.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000138.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000139.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000140.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000141.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000142.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000143.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000144.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000145.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000146.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000147.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000148.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000149.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000150.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000151.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000152.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000153.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000154.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000155.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000156.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000157.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000158.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000159.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000160.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000161.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000162.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000163.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000164.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000165.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000166.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000167.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000168.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000169.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000170.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000171.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000172.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000173.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000174.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000175.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000176.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000177.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000178.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000179.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000180.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000181.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000182.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000183.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000184.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000185.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000186.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000187.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000188.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000189.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000190.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000191.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000192.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000193.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000194.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000195.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000196.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000197.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000198.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000199.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000200.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000201.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000202.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000203.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000204.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000205.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000206.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000207.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000208.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000209.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000210.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000211.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000212.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000213.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000214.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000215.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000216.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000217.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000218.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000219.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000220.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000221.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000222.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000223.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000224.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000225.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000226.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000227.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000228.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000229.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000230.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000231.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000232.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000233.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000234.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000235.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000236.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000237.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000238.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000239.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000240.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000241.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000242.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000243.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000244.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000245.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000246.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000247.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000248.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000249.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000250.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000251.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000252.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000253.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000254.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000255.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000256.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000257.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000258.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000259.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000260.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000261.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000262.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000263.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000264.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000265.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000266.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000267.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000268.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000269.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000270.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000271.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000272.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000273.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000274.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000275.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000276.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000277.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000278.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000279.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000280.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000281.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000282.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000283.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000284.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000285.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000286.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000287.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000288.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000289.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000290.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000291.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000292.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000293.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000294.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000295.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000296.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000297.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000298.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000299.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000300.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000301.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000302.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000303.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000304.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000305.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000306.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000307.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000308.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000309.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000310.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000311.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000312.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000313.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000314.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000315.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000316.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000317.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000318.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000319.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000320.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000321.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000322.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000323.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000324.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000325.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000326.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000327.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000328.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000329.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000330.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000331.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000332.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000333.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000334.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000335.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000336.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000337.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00000338.wav,10.0,16000,160000,8,id_00,0,normal
