file_path,machine_id,held_out_eval_machine,true_label,reconstruction_mse,val_threshold_95,predicted_label
D:\pump\id_00\normal\00000115.wav,id_00,id_00,0,0.171213,0.175691,0
D:\pump\id_00\normal\00000116.wav,id_00,id_00,0,0.153931,0.175691,0
D:\pump\id_00\normal\00000117.wav,id_00,id_00,0,0.17158,0.175691,0
D:\pump\id_00\normal\00000118.wav,id_00,id_00,0,0.161018,0.175691,0
D:\pump\id_00\normal\00000119.wav,id_00,id_00,0,0.177374,0.175691,1
D:\pump\id_00\normal\00000120.wav,id_00,id_00,0,0.157013,0.175691,0
D:\pump\id_00\normal\00000121.wav,id_00,id_00,0,0.172013,0.175691,0
D:\pump\id_00\normal\00000122.wav,id_00,id_00,0,0.157633,0.175691,0
D:\pump\id_00\normal\00000123.wav,id_00,id_00,0,0.166734,0.175691,0
D:\pump\id_00\normal\00000124.wav,id_00,id_00,0,0.157247,0.175691,0
D:\pump\id_00\normal\00000125.wav,id_00,id_00,0,0.167203,0.175691,0
D:\pump\id_00\normal\00000126.wav,id_00,id_00,0,0.161621,0.175691,0
D:\pump\id_00\normal\00000127.wav,id_00,id_00,0,0.168693,0.175691,0
D:\pump\id_00\normal\00000128.wav,id_00,id_00,0,0.174676,0.175691,0
D:\pump\id_00\normal\00000129.wav,id_00,id_00,0,0.151883,0.175691,0
D:\pump\id_00\normal\00000130.wav,id_00,id_00,0,0.150901,0.175691,0
D:\pump\id_00\normal\00000131.wav,id_00,id_00,0,0.174091,0.175691,0
D:\pump\id_00\normal\00000132.wav,id_00,id_00,0,0.16143,0.175691,0
D:\pump\id_00\normal\00000133.wav,id_00,id_00,0,0.172286,0.175691,0
D:\pump\id_00\normal\00000134.wav,id_00,id_00,0,0.159825,0.175691,0
D:\pump\id_00\normal\00000135.wav,id_00,id_00,0,0.176612,0.175691,1
D:\pump\id_00\normal\00000136.wav,id_00,id_00,0,0.172033,0.175691,0
D:\pump\id_00\normal\00000137.wav,id_00,id_00,0,0.158424,0.175691,0
D:\pump\id_00\normal\00000138.wav,id_00,id_00,0,0.165167,0.175691,0
D:\pump\id_00\normal\00000139.wav,id_00,id_00,0,0.150766,0.175691,0
D:\pump\id_00\normal\00000140.wav,id_00,id_00,0,0.157546,0.175691,0
D:\pump\id_00\normal\00000141.wav,id_00,id_00,0,0.236265,0.175691,1
D:\pump\id_00\normal\00000142.wav,id_00,id_00,0,0.179452,0.175691,1
D:\pump\id_00\normal\00000143.wav,id_00,id_00,0,0.158019,0.175691,0
D:\pump\id_00\normal\00000144.wav,id_00,id_00,0,0.157412,0.175691,0
D:\pump\id_00\normal\00000145.wav,id_00,id_00,0,0.171112,0.175691,0
D:\pump\id_00\normal\00000146.wav,id_00,id_00,0,0.160148,0.175691,0
D:\pump\id_00\normal\00000147.wav,id_00,id_00,0,0.174133,0.175691,0
D:\pump\id_00\normal\00000148.wav,id_00,id_00,0,0.15818,0.175691,0
D:\pump\id_00\normal\00000149.wav,id_00,id_00,0,0.165869,0.175691,0
D:\pump\id_00\normal\00000150.wav,id_00,id_00,0,0.232513,0.175691,1
D:\pump\id_00\normal\00000151.wav,id_00,id_00,0,0.173157,0.175691,0
D:\pump\id_00\normal\00000152.wav,id_00,id_00,0,0.161745,0.175691,0
D:\pump\id_00\normal\00000153.wav,id_00,id_00,0,0.170537,0.175691,0
D:\pump\id_00\normal\00000154.wav,id_00,id_00,0,0.174533,0.175691,0
D:\pump\id_00\normal\00000155.wav,id_00,id_00,0,0.162213,0.175691,0
D:\pump\id_00\normal\00000156.wav,id_00,id_00,0,0.172749,0.175691,0
D:\pump\id_00\normal\00000157.wav,id_00,id_00,0,0.162235,0.175691,0
D:\pump\id_00\normal\00000158.wav,id_00,id_00,0,0.160992,0.175691,0
D:\pump\id_00\normal\00000159.wav,id_00,id_00,0,0.163168,0.175691,0
D:\pump\id_00\normal\00000160.wav,id_00,id_00,0,0.152834,0.175691,0
D:\pump\id_00\normal\00000161.wav,id_00,id_00,0,0.157324,0.175691,0
D:\pump\id_00\normal\00000162.wav,id_00,id_00,0,0.165109,0.175691,0
D:\pump\id_00\normal\00000163.wav,id_00,id_00,0,0.159089,0.175691,0
D:\pump\id_00\normal\00000164.wav,id_00,id_00,0,0.154684,0.175691,0
D:\pump\id_00\normal\00000165.wav,id_00,id_00,0,0.158325,0.175691,0
D:\pump\id_00\normal\00000166.wav,id_00,id_00,0,0.154737,0.175691,0
D:\pump\id_00\normal\00000167.wav,id_00,id_00,0,0.164337,0.175691,0
D:\pump\id_00\normal\00000168.wav,id_00,id_00,0,0.162757,0.175691,0
D:\pump\id_00\normal\00000169.wav,id_00,id_00,0,0.170028,0.175691,0
D:\pump\id_00\normal\00000170.wav,id_00,id_00,0,0.163182,0.175691,0
D:\pump\id_00\normal\00000171.wav,id_00,id_00,0,0.168321,0.175691,0
D:\pump\id_00\normal\00000172.wav,id_00,id_00,0,0.155604,0.175691,0
D:\pump\id_00\normal\00000173.wav,id_00,id_00,0,0.15108,0.175691,0
D:\pump\id_00\normal\00000174.wav,id_00,id_00,0,0.156964,0.175691,0
D:\pump\id_00\normal\00000175.wav,id_00,id_00,0,0.162983,0.175691,0
D:\pump\id_00\normal\00000176.wav,id_00,id_00,0,0.155015,0.175691,0
D:\pump\id_00\normal\00000177.wav,id_00,id_00,0,0.167783,0.175691,0
D:\pump\id_00\normal\00000178.wav,id_00,id_00,0,0.15997,0.175691,0
D:\pump\id_00\normal\00000179.wav,id_00,id_00,0,0.172222,0.175691,0
D:\pump\id_00\normal\00000180.wav,id_00,id_00,0,0.16276,0.175691,0
D:\pump\id_00\normal\00000181.wav,id_00,id_00,0,0.158164,0.175691,0
D:\pump\id_00\normal\00000182.wav,id_00,id_00,0,0.173073,0.175691,0
D:\pump\id_00\normal\00000183.wav,id_00,id_00,0,0.166931,0.175691,0
D:\pump\id_00\normal\00000184.wav,id_00,id_00,0,0.174572,0.175691,0
D:\pump\id_00\normal\00000185.wav,id_00,id_00,0,0.166562,0.175691,0
D:\pump\id_00\normal\00000186.wav,id_00,id_00,0,0.165031,0.175691,0
D:\pump\id_00\normal\00000187.wav,id_00,id_00,0,0.167677,0.175691,0
D:\pump\id_00\normal\00000188.wav,id_00,id_00,0,0.165422,0.175691,0
D:\pump\id_00\normal\00000189.wav,id_00,id_00,0,0.16723,0.175691,0
D:\pump\id_00\normal\00000190.wav,id_00,id_00,0,0.16215,0.175691,0
D:\pump\id_00\normal\00000191.wav,id_00,id_00,0,0.17245,0.175691,0
D:\pump\id_00\normal\00000192.wav,id_00,id_00,0,0.156827,0.175691,0
D:\pump\id_00\normal\00000193.wav,id_00,id_00,0,0.176714,0.175691,1
D:\pump\id_00\normal\00000194.wav,id_00,id_00,0,0.179659,0.175691,1
D:\pump\id_00\normal\00000195.wav,id_00,id_00,0,0.159022,0.175691,0
D:\pump\id_00\normal\00000196.wav,id_00,id_00,0,0.162965,0.175691,0
D:\pump\id_00\normal\00000197.wav,id_00,id_00,0,0.196816,0.175691,1
D:\pump\id_00\normal\00000198.wav,id_00,id_00,0,0.183694,0.175691,1
D:\pump\id_00\normal\00000199.wav,id_00,id_00,0,0.177912,0.175691,1
D:\pump\id_00\normal\00000200.wav,id_00,id_00,0,0.147685,0.175691,0
D:\pump\id_00\normal\00000201.wav,id_00,id_00,0,0.175693,0.175691,1
D:\pump\id_00\normal\00000202.wav,id_00,id_00,0,0.154516,0.175691,0
D:\pump\id_00\normal\00000203.wav,id_00,id_00,0,0.150443,0.175691,0
D:\pump\id_00\normal\00000204.wav,id_00,id_00,0,0.155948,0.175691,0
D:\pump\id_00\normal\00000205.wav,id_00,id_00,0,0.163167,0.175691,0
D:\pump\id_00\normal\00000206.wav,id_00,id_00,0,0.167197,0.175691,0
D:\pump\id_00\normal\00000207.wav,id_00,id_00,0,0.17765,0.175691,1
D:\pump\id_00\normal\00000208.wav,id_00,id_00,0,0.136262,0.175691,0
D:\pump\id_00\normal\00000209.wav,id_00,id_00,0,0.148265,0.175691,0
D:\pump\id_00\normal\00000210.wav,id_00,id_00,0,0.142149,0.175691,0
D:\pump\id_00\normal\00000211.wav,id_00,id_00,0,0.140894,0.175691,0
D:\pump\id_00\normal\00000212.wav,id_00,id_00,0,0.160485,0.175691,0
D:\pump\id_00\normal\00000213.wav,id_00,id_00,0,0.157866,0.175691,0
D:\pump\id_00\normal\00000214.wav,id_00,id_00,0,0.161655,0.175691,0
D:\pump\id_00\normal\00000215.wav,id_00,id_00,0,0.149551,0.175691,0
D:\pump\id_00\normal\00000216.wav,id_00,id_00,0,0.174601,0.175691,0
D:\pump\id_00\normal\00000217.wav,id_00,id_00,0,0.140391,0.175691,0
D:\pump\id_00\normal\00000218.wav,id_00,id_00,0,0.147976,0.175691,0
D:\pump\id_00\normal\00000219.wav,id_00,id_00,0,0.159967,0.175691,0
D:\pump\id_00\normal\00000220.wav,id_00,id_00,0,0.147752,0.175691,0
D:\pump\id_00\normal\00000221.wav,id_00,id_00,0,0.167357,0.175691,0
D:\pump\id_00\normal\00000222.wav,id_00,id_00,0,0.15923,0.175691,0
D:\pump\id_00\normal\00000223.wav,id_00,id_00,0,0.154581,0.175691,0
D:\pump\id_00\normal\00000224.wav,id_00,id_00,0,0.161764,0.175691,0
D:\pump\id_00\normal\00000225.wav,id_00,id_00,0,0.155483,0.175691,0
D:\pump\id_00\normal\00000226.wav,id_00,id_00,0,0.160531,0.175691,0
D:\pump\id_00\normal\00000227.wav,id_00,id_00,0,0.150319,0.175691,0
D:\pump\id_00\normal\00000228.wav,id_00,id_00,0,0.14832,0.175691,0
D:\pump\id_00\normal\00000229.wav,id_00,id_00,0,0.139187,0.175691,0
D:\pump\id_00\normal\00000230.wav,id_00,id_00,0,0.161329,0.175691,0
D:\pump\id_00\normal\00000231.wav,id_00,id_00,0,0.136356,0.175691,0
D:\pump\id_00\normal\00000232.wav,id_00,id_00,0,0.21393,0.175691,1
D:\pump\id_00\normal\00000233.wav,id_00,id_00,0,0.155459,0.175691,0
D:\pump\id_00\normal\00000234.wav,id_00,id_00,0,0.136687,0.175691,0
D:\pump\id_00\normal\00000235.wav,id_00,id_00,0,0.158887,0.175691,0
D:\pump\id_00\normal\00000236.wav,id_00,id_00,0,0.140773,0.175691,0
D:\pump\id_00\normal\00000237.wav,id_00,id_00,0,0.177226,0.175691,1
D:\pump\id_00\normal\00000238.wav,id_00,id_00,0,0.160446,0.175691,0
D:\pump\id_00\normal\00000239.wav,id_00,id_00,0,0.146909,0.175691,0
D:\pump\id_00\normal\00000240.wav,id_00,id_00,0,0.135837,0.175691,0
D:\pump\id_00\normal\00000241.wav,id_00,id_00,0,0.135201,0.175691,0
D:\pump\id_00\normal\00000242.wav,id_00,id_00,0,0.144895,0.175691,0
D:\pump\id_00\normal\00000243.wav,id_00,id_00,0,0.162342,0.175691,0
D:\pump\id_00\normal\00000244.wav,id_00,id_00,0,0.154648,0.175691,0
D:\pump\id_00\normal\00000245.wav,id_00,id_00,0,0.163065,0.175691,0
D:\pump\id_00\normal\00000246.wav,id_00,id_00,0,0.148635,0.175691,0
D:\pump\id_00\normal\00000247.wav,id_00,id_00,0,0.136318,0.175691,0
D:\pump\id_00\normal\00000248.wav,id_00,id_00,0,0.133954,0.175691,0
D:\pump\id_00\normal\00000249.wav,id_00,id_00,0,0.136299,0.175691,0
D:\pump\id_00\normal\00000250.wav,id_00,id_00,0,0.161898,0.175691,0
D:\pump\id_00\normal\00000251.wav,id_00,id_00,0,0.16296,0.175691,0
D:\pump\id_00\normal\00000252.wav,id_00,id_00,0,0.1565,0.175691,0
D:\pump\id_00\normal\00000253.wav,id_00,id_00,0,0.15173,0.175691,0
D:\pump\id_00\normal\00000254.wav,id_00,id_00,0,0.137097,0.175691,0
D:\pump\id_00\normal\00000255.wav,id_00,id_00,0,0.13835,0.175691,0
D:\pump\id_00\normal\00000256.wav,id_00,id_00,0,0.139989,0.175691,0
D:\pump\id_00\normal\00000257.wav,id_00,id_00,0,0.162969,0.175691,0
D:\pump\id_00\normal\00000258.wav,id_00,id_00,0,0.154362,0.175691,0
D:\pump\id_00\normal\00000259.wav,id_00,id_00,0,0.155221,0.175691,0
D:\pump\id_00\normal\00000260.wav,id_00,id_00,0,0.135896,0.175691,0
D:\pump\id_00\normal\00000261.wav,id_00,id_00,0,0.165716,0.175691,0
D:\pump\id_00\normal\00000262.wav,id_00,id_00,0,0.134983,0.175691,0
D:\pump\id_00\normal\00000263.wav,id_00,id_00,0,0.135655,0.175691,0
D:\pump\id_00\normal\00000264.wav,id_00,id_00,0,0.156989,0.175691,0
D:\pump\id_00\normal\00000265.wav,id_00,id_00,0,0.134677,0.175691,0
D:\pump\id_00\normal\00000266.wav,id_00,id_00,0,0.138879,0.175691,0
D:\pump\id_00\normal\00000267.wav,id_00,id_00,0,0.137905,0.175691,0
D:\pump\id_00\normal\00000268.wav,id_00,id_00,0,0.153028,0.175691,0
D:\pump\id_00\normal\00000269.wav,id_00,id_00,0,0.151433,0.175691,0
D:\pump\id_00\normal\00000270.wav,id_00,id_00,0,0.140435,0.175691,0
D:\pump\id_00\normal\00000271.wav,id_00,id_00,0,0.213366,0.175691,1
D:\pump\id_00\normal\00000272.wav,id_00,id_00,0,0.161716,0.175691,0
D:\pump\id_00\normal\00000273.wav,id_00,id_00,0,0.135983,0.175691,0
D:\pump\id_00\normal\00000274.wav,id_00,id_00,0,0.158826,0.175691,0
D:\pump\id_00\normal\00000275.wav,id_00,id_00,0,0.152802,0.175691,0
D:\pump\id_00\normal\00000276.wav,id_00,id_00,0,0.14335,0.175691,0
D:\pump\id_00\normal\00000277.wav,id_00,id_00,0,0.155182,0.175691,0
D:\pump\id_00\normal\00000278.wav,id_00,id_00,0,0.172043,0.175691,0
D:\pump\id_00\normal\00000279.wav,id_00,id_00,0,0.145713,0.175691,0
D:\pump\id_00\normal\00000280.wav,id_00,id_00,0,0.137502,0.175691,0
D:\pump\id_00\normal\00000281.wav,id_00,id_00,0,0.151054,0.175691,0
D:\pump\id_00\normal\00000282.wav,id_00,id_00,0,0.130736,0.175691,0
D:\pump\id_00\normal\00000283.wav,id_00,id_00,0,0.138765,0.175691,0
D:\pump\id_00\normal\00000284.wav,id_00,id_00,0,0.148043,0.175691,0
D:\pump\id_00\normal\00000285.wav,id_00,id_00,0,0.145487,0.175691,0
D:\pump\id_00\normal\00000286.wav,id_00,id_00,0,0.155656,0.175691,0
D:\pump\id_00\normal\00000287.wav,id_00,id_00,0,0.137687,0.175691,0
D:\pump\id_00\normal\00000288.wav,id_00,id_00,0,0.170771,0.175691,0
D:\pump\id_00\normal\00000289.wav,id_00,id_00,0,0.152745,0.175691,0
D:\pump\id_00\normal\00000290.wav,id_00,id_00,0,0.148396,0.175691,0
D:\pump\id_00\normal\00000291.wav,id_00,id_00,0,0.151373,0.175691,0
D:\pump\id_00\normal\00000292.wav,id_00,id_00,0,0.137789,0.175691,0
D:\pump\id_00\normal\00000293.wav,id_00,id_00,0,0.155137,0.175691,0
D:\pump\id_00\normal\00000294.wav,id_00,id_00,0,0.162045,0.175691,0
D:\pump\id_00\normal\00000295.wav,id_00,id_00,0,0.148217,0.175691,0
D:\pump\id_00\normal\00000296.wav,id_00,id_00,0,0.14571,0.175691,0
D:\pump\id_00\normal\00000297.wav,id_00,id_00,0,0.153417,0.175691,0
D:\pump\id_00\normal\00000298.wav,id_00,id_00,0,0.155454,0.175691,0
D:\pump\id_00\normal\00000299.wav,id_00,id_00,0,0.134809,0.175691,0
D:\pump\id_00\normal\00000300.wav,id_00,id_00,0,0.141568,0.175691,0
D:\pump\id_00\normal\00000301.wav,id_00,id_00,0,0.141103,0.175691,0
D:\pump\id_00\normal\00000302.wav,id_00,id_00,0,0.136315,0.175691,0
D:\pump\id_00\normal\00000303.wav,id_00,id_00,0,0.132599,0.175691,0
D:\pump\id_00\normal\00000304.wav,id_00,id_00,0,0.138392,0.175691,0
D:\pump\id_00\normal\00000305.wav,id_00,id_00,0,0.148742,0.175691,0
D:\pump\id_00\normal\00000306.wav,id_00,id_00,0,0.147148,0.175691,0
D:\pump\id_00\normal\00000307.wav,id_00,id_00,0,0.151278,0.175691,0
D:\pump\id_00\normal\00000308.wav,id_00,id_00,0,0.149594,0.175691,0
D:\pump\id_00\normal\00000309.wav,id_00,id_00,0,0.161067,0.175691,0
D:\pump\id_00\normal\00000310.wav,id_00,id_00,0,0.146829,0.175691,0
D:\pump\id_00\normal\00000311.wav,id_00,id_00,0,0.142468,0.175691,0
D:\pump\id_00\normal\00000312.wav,id_00,id_00,0,0.188813,0.175691,1
D:\pump\id_00\normal\00000313.wav,id_00,id_00,0,0.135291,0.175691,0
D:\pump\id_00\normal\00000314.wav,id_00,id_00,0,0.135016,0.175691,0
D:\pump\id_00\normal\00000315.wav,id_00,id_00,0,0.160284,0.175691,0
D:\pump\id_00\normal\00000316.wav,id_00,id_00,0,0.149022,0.175691,0
D:\pump\id_00\normal\00000317.wav,id_00,id_00,0,0.152963,0.175691,0
D:\pump\id_00\normal\00000318.wav,id_00,id_00,0,0.141236,0.175691,0
D:\pump\id_00\normal\00000319.wav,id_00,id_00,0,0.152662,0.175691,0
D:\pump\id_00\normal\00000320.wav,id_00,id_00,0,0.133334,0.175691,0
D:\pump\id_00\normal\00000321.wav,id_00,id_00,0,0.138389,0.175691,0
D:\pump\id_00\normal\00000322.wav,id_00,id_00,0,0.135929,0.175691,0
D:\pump\id_00\normal\00000323.wav,id_00,id_00,0,0.135076,0.175691,0
D:\pump\id_00\normal\00000324.wav,id_00,id_00,0,0.16605,0.175691,0
D:\pump\id_00\normal\00000325.wav,id_00,id_00,0,0.138453,0.175691,0
D:\pump\id_00\normal\00000326.wav,id_00,id_00,0,0.151773,0.175691,0
D:\pump\id_00\normal\00000327.wav,id_00,id_00,0,0.16442,0.175691,0
D:\pump\id_00\normal\00000328.wav,id_00,id_00,0,0.149987,0.175691,0
D:\pump\id_00\normal\00000329.wav,id_00,id_00,0,0.156002,0.175691,0
D:\pump\id_00\normal\00000330.wav,id_00,id_00,0,0.135187,0.175691,0
